created,id_str,text,user_id,screen_name,location,followers_count,user_favourites_count,time_zone,geo_enabled,verified,status_count,geo,coords,retweet_count,tweet_favourite_count,Subjectivity,Polarity,Sentiment
2021-03-11 15:56:10,1370040861732433920,NarvekarMilind_: Took my first shot of COVID vaccine today 💉 ,1351480349990141952,Akshada15400665,"Mumbai, India",11,1,,False,False,351,,,67,0,0.3333333333333333,0.25,positive
2021-03-11 15:56:10,1370040861468336129,DisposeRx: .CVSHealth is partnering with Target to administer the COVID-19 vaccine in more than 600 CVS Target stores across 17 state…,20067285,DrugStoreNews,"New York, NY",11915,283,,True,False,29228,,,1,0,0.5,0.5,positive
2021-03-11 15:56:10,1370040861388595205,nypost: Utah mom Kassidi Kurill dies four days after second dose of Moderna vaccine  ,490746572,Dimitry_MAGA,"Miami, FL",62,6882,,False,False,6233,,,521,0,0.0,0.0,neutral
2021-03-11 15:56:09,1370040860595920896,kayleighmcenany: FINALLY the Biden admin recognizes the Trump admin’s unprecedented vaccine work:➡️ “We’re grateful for the work that…,1269617970319327240,dora_schott,,39,9372,,False,False,4491,,,4664,0,0.95,0.3,positive
2021-03-11 15:56:09,1370040860340056067,My parental units got their first dose of the covid vaccine today.,35594982,marabakes,Columbus Ohio | Wakanda,679,64931,,True,False,78215,,,0,6,0.3333333333333333,0.25,positive
2021-03-11 15:56:09,1370040860059049984,POTUS: One in four adults in the U.S. has received their first COVID-19 vaccine — and we’re now leading the world in vaccinations.Tha…,2641448882,jimleforgeii,"Chester , Illinois",146,11127,,False,False,31227,,,16531,0,0.3333333333333333,0.25,positive
2021-03-11 15:56:09,1370040859845009409,timeindawater1: Re: VaccineI will remember all the scientists &amp; technicians that worked long hours away from friends &amp; family to bring…,3657013654,timeindawater1,,1926,62600,,False,False,97966,,,4,0,0.4,-0.05,negative
2021-03-11 15:56:09,1370040859547336705,Alabama Official On Vaccine Rollout: 'How Can This Disparity Exist In This Country?' inequality  ,163211758,barber_docd,"Georgia, USA",181,1954,,False,False,17697,,,0,0,0.0,0.0,neutral
2021-03-11 15:56:09,1370040859266285572,MikeDelMoro: New: Pfizer says that real world data out of Israel shows its vaccine effectiveness is 97% in preventing symptomatic disea…,30755085,LINGTunechi,,2740,1958,,False,False,310443,,,595,0,0.3772727272727273,0.16818181818181818,positive
2021-03-11 15:56:09,1370040859060756480,Taoiseach seeks meeting with CEO of AstraZeneca  via rte,53646835,kevinpbreslin,Derry,3441,247624,,True,False,322416,,,0,0,0.0,0.0,neutral
2021-03-11 15:56:09,1370040857139806209,"TMZ: Obama, Bush, Clinton, Carter Endorse Vaccinations, Get Shots on Camera ",88030211,mycherieamour25,,1714,279054,,True,False,118406,,,77,0,0.0,0.0,neutral
2021-03-11 15:56:09,1370040857097830404,osamundR: BOOM !!,1081191174621270016,FranciCosta9,,420,111213,,True,False,8046,,,44,0,0.0,0.0,neutral
2021-03-11 15:56:08,1370040856397365249,POTUS: One in four adults in the U.S. has received their first COVID-19 vaccine — and we’re now leading the world in vaccinations.Tha…,711594264,Hunter_Craven,"Austin, TX",155,12679,,True,False,9090,,,16531,0,0.3333333333333333,0.25,positive
2021-03-11 15:56:08,1370040856007344136,"MichelleObama: When you can get the COVID-19 vaccine, I hope you do—Barack and I are certainly glad we did. It’s our best shot at beati…",782146468228558848,NyxByNight,Lagging Behind,159,9403,,False,False,278206,,,8556,0,0.65,0.75,positive
2021-03-11 15:56:08,1370040855201861633,"Sagwakiyago: Norway ,Denmark , Italy, Australia, and South Africa all these countries have suspended Oxford-AstraZeneca COVID19 vaccin…",2206154777,mahgoubmali,,195,49867,,False,False,51487,,,3,0,0.0,0.0,neutral
2021-03-11 15:56:08,1370040855164297216,POTUS: One in four adults in the U.S. has received their first COVID-19 vaccine — and we’re now leading the world in vaccinations.Tha…,245214892,billygoattix,"Fargo, North Dakota",229,128306,,True,False,105852,,,16531,0,0.3333333333333333,0.25,positive
2021-03-11 15:56:08,1370040854820311043,Shinewithchanda: I find it hilarious that people are  bragging about getting the Covid vaccine on social media. You just injected you…,1200488962688782341,joann_93,United States,25,13372,,False,False,7737,,,5,0,0.5333333333333333,0.26666666666666666,positive
