created,id_str,text,user_id,screen_name,location,followers_count,user_favourites_count,time_zone,geo_enabled,verified,status_count,geo,coords,retweet_count,tweet_favourite_count,Subjectivity,Polarity,Sentiment
2021-03-14 23:44:01,1371245763456602112,Melissa_VA_757 I received the Pfizer shot on the 8th. No reaction except arm was a little tender at the injection site about 8 hrs after (and only for only a short time).,711600046630801409,Writer003,"Plymouth, MN",3129,1433,,True,False,737,,,0,0,0.7,-0.046875,negative
2021-03-14 23:44:00,1371245761543946243,Reuters: AstraZeneca finds no evidence of increased blood clot risk from vaccine  ,18199034,angelwolf71885,Florida USA,276,113258,,False,False,47400,,,96,0,0.0,0.0,neutral
2021-03-14 23:44:00,1371245761397190660,HSEImm roinnslainte It’s a mistake - the vaccine is as safe as any vaccine can be. The EU has it in for Astra Zeneca and this looks like an extension of that. Check out the UK regulatory authority and WHO - bad move by Ireland. If you don’t want it give it to developing countries who need it.,372882612,KennethA57,,14,29,,False,False,193,,,0,0,0.5833333333333333,-0.09999999999999992,negative
2021-03-14 23:44:00,1371245760260542464,boston25: Yo-Yo Ma brightened the days of some MA residents Saturday when he gave an impromptu performance after receiving his second d…,20726522,DucCNguyen,"Montreal, Quebec",3260,586,,True,False,75462,,,4673,0,0.0,0.0,neutral
2021-03-14 23:43:59,1371245756967837700,"MsMerope Maybe this?

",348800282,CalBear949,,245,67118,,False,False,63217,,,0,0,0.0,0.0,neutral
2021-03-14 23:43:58,1371245753377644545,"Jessicam6946: Everyone getting their vaccines.  Please, remember it takes 2 weeks to build full immunity after your 2nd dose of Pfizer…",747561083808817154,carolynborden4,Miami,2023,13150,,False,False,12595,,,81,0,0.275,0.175,positive
2021-03-14 23:43:58,1371245752979230722,KhiaJosina Not sure if they got AstraZeneca too... Of course their population is very small...,175176750,Petchary,"Kingston, Jamaica",15733,66383,,True,False,496609,,,0,0,0.7044444444444444,-0.2875,negative
2021-03-14 23:43:58,1371245750819057665,"alanblinder: ""After Yo-Yo Ma received his second jab of a COVID-19 vaccine at Berkshire Community College Saturday, he transformed his…",279799525,j_rehm,Hong Kong,1438,3311,,True,False,10374,,,207,0,0.0,0.0,neutral
2021-03-14 23:43:56,1371245743302979591,"delbigtree: My non profit, Informed Consent Action Network has already won one lawsuit against Employer Mandated Covid Vaccines. Here’s…",1246798706126585856,Leighw310,,1035,116701,,False,False,4225,,,934,0,0.1,0.1,positive
2021-03-14 23:43:55,1371245739846815748,"One year into COVID-19 in the U.S.: vaccine rollout, hesitancy, and supply
",3102669979,BobDavis96,,12,0,,False,False,29089,,,0,0,0.0,0.0,neutral
2021-03-14 23:43:55,1371245737791602691,"WSJ: Many international travelers will likely need to prove they are vaccinated or free of Covid-19 if they plan trips later this year,…",179640529,joseph24gt,"Downtown, Washington, DC",55,2588,,True,False,973,,,150,0,0.45999999999999996,0.18,positive
2021-03-14 23:43:54,1371245737535754245,zerohedge: NETHERLANDS SUSPENDS USE OF ASTRAZENECA COVID-19 VACCINE UNTIL AT LEAST MARCH 29 -GOVERNMENT,37942352,species_x,Occupied Territory,19241,45531,,True,False,114775,,,275,0,0.4,-0.3,negative
2021-03-14 23:43:54,1371245737137168386,SkyScottBeasley: 💉 NEW: AstraZeneca responds directly to safety concerns about blood clots following Covid vaccine- strongly refutes a…,156739486,DCI_James,"Perth, Western Australia",485,27985,,True,False,18916,,,246,0,0.42196969696969694,0.16742424242424242,positive
2021-03-14 23:43:54,1371245735908409348,CNNBusiness: President Joe Biden has directed states to allow all adult Americans to be eligible to receive a Covid-19 vaccine by May 1…,1109467323868610560,kathy20562108,,116,27503,,False,False,17194,,,1258,0,0.3,0.1,positive
2021-03-14 23:43:54,1371245735757279235,"RepPressley: MA7, did you know you can now pre-register for the COVID-19 vaccine?

It's quick and easy. Pre-register you and your love…",2370903661,DaenerysRocio,,283,104187,,False,False,114822,,,47,0,0.6666666666666667,0.3833333333333333,positive
2021-03-14 23:43:54,1371245735405060099,"Coronavirusgoo1: The UK has given over 10 million doses of both the Oxford and Pfizer vaccine. 

Number of blood clot related events:…",543761210,MimiTexasAngel,Planet Earth,4616,281839,,False,False,373493,,,4441,0,0.4,0.0,neutral
2021-03-14 23:43:54,1371245735044382722,GovEvers: This is an important development and a good sign for our state. We've still got a long way to go to ensuring our state is ful…,15251710,WebForging,"Milwaukee, Wisconsin USA",3711,5667,,True,False,37909,,,68,0,0.6666666666666666,0.35000000000000003,positive
2021-03-14 23:43:54,1371245733823840256,Openyoureyesuk1: SandraWeeden So how many people have died of the vaccine in uk now. Id love to work it out. Dailymail and other paper…,498007429,carolinehills2,"Yorkshire, UK 🌍",799,50323,,False,False,80193,,,3,0,0.4916666666666667,0.2916666666666667,positive
2021-03-14 23:43:53,1371245730795560961,"eamorris_: U.S. has administered 107M+ COVID-19 vaccine doses, distributed 136M; 70M Americans have received at least 1 dose, 37.5M are…",1181269652871270400,HealthySkeptik,,81,6770,,False,False,32677,,,2,0,0.4,-0.3,negative
2021-03-14 23:43:53,1371245729830735879,"Oregonian: Yo-Yo Ma gets second COVID vaccine shot, then serenades people waiting in line  ",2223472056,SedaryRaymaker,"Nevada, USA",600,271217,,False,False,93004,,,11,0,0.0,0.0,neutral
2021-03-14 23:43:52,1371245728866070528,"mikeallen: 🚨 SCOOP axios kadiagoba Up to 25% of House members refuse COVID vaccine! Fracas over return to normal rules, slowing votes…",14206115,Theon_Orbis,,8754,371592,,False,False,325911,,,127,0,0.6499999999999999,0.15,positive
2021-03-14 23:43:51,1371245724302782470,"ComfortablySmug: Pfizer, moderna, and johnson and johnson are private companies that competed to rapidly develop a vaccine once Trump r…",788945381480464386,Samtaylorrose,,227,212537,,False,False,170155,,,202,0,0.375,0.0,neutral
2021-03-14 23:43:51,1371245721744244737,BNODesk: Translated press release from the Dutch Health Ministry on its decision to suspend the use of AstraZeneca's COVID-19 vaccine h…,1240387224144920577,mark_warling,,25,10631,,False,False,3483,,,53,0,0.0,0.0,neutral
2021-03-14 23:43:51,1371245721177919491,"scepticalzizi: Oh FFS.
NT's delayed AstraZeneca vaccines were never ordered, federal government says - ABC News ",1301757135584256005,JWGill3,,65,1372,,False,False,2000,,,11,0,0.0,0.0,neutral
2021-03-14 23:43:50,1371245718174846979,Coronavirusgoo1: AstraZeneca have said the number of blood clots in the vaccinated population is actually LOWER than the general popula…,19738295,KateS54,Somewhere in the middle,225,70180,,False,False,3251,,,80,0,0.3,0.02500000000000001,positive
2021-03-14 23:43:49,1371245715784040453,"lilykennedynyc I was badly injured by a vaccine a few years ago so... No, I am not going to take it. I also had covid last year and it wasn't as bad as the news tell you lol",1291254813678682118,yehfoxy,,2,1687,,False,False,33,,,0,0,0.44000000000000006,-0.15999999999999992,negative
2021-03-14 23:43:49,1371245713145917442,justine_heaton I will NEVER get the covid vaccine.  NEVER,1361734240145137670,KoenkerJ,,3,166,,False,False,21,,,0,0,0.0,0.0,neutral
